territorio,usuario,tweet,microtema,macrotema_codigo,macrotema
Colombia,USER_1127334bac,"Los manes son muy patos. Solamente está bien lo que ellos hacen, si una vieja repite sus comportamientos, de ""perra regalada"" no la bajan.",Doble moral de género,POL,"Política, instituciones y actualidad pública"
Colombia,USER_1127334bac,Soy muy chimba como pa estar reviviendo cosas que ya había dejado atrás.,Autoestima y pasado,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_1127334bac,Qué rico el ferxxo,Música,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_1127334bac,"Eso de que se las estén haciendo a uno y todo el mundo lo sepa pero no digan nada, definitivamente es muy gonorrea.",Injusticia social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_1127334bac,Si son,Acuerdo,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_1127334bac,Altas ganas de mandar a comer mierda a todo el mundo.,Frustración,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_1127334bac,Yo solo quiero una culiada bien chimba :(,Deseo sexual,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_5d563f45c5,Creo que me van a remitir a una clínica psiquiátrica por que no estoy comiendo bien y en la fundación no tienen la forma de no se obligarme,Tratamiento de alimentación,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,"Estoy interna con con adictos, es súper raro por que yo estoy por TA y todas las noches estoy teniendo sueños con coca, mariguana etc",Ambiente de rehabilitación,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,Tengo 18 putos años y mi mamá aun me dice niña.,Percepción de madurez,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_5d563f45c5,"Aquí todo el mundo dice que soy bonita y esas mierdas, es mas que obvio que lo dicen por lastima o  no se",Dudas sobre cumplidos,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_5d563f45c5,Estoy un poco orgullosa de mi misma por que pedí ayuda cuando estaba en un mal muy mal momento y no voy a negar que me han ayudado mucho.,Superación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_5d563f45c5,de esto las quero a todas y solo deseo lo mejor para ustedes. con todo el amor del mundo.. {{LOCATION}} (amber),Expresión de afecto,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_5d563f45c5,y se aguan los ojos por que conci mucha gente especial y quiero decirle que busquen ayuda pues toda son hermosas y merecen salir,Fomento de ayuda,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_5d563f45c5,"{{PERSON}}, estoy interna  hoy tuve una terapia con la psicologa y tengo que cerrrar la cuenta, es duro llevo mas de dos años",Cierre de etapa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_5d563f45c5,Mañana comienzo nueva psicóloga y estoy decidida a decirle todo.,Inicio de terapia,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,No sé si estoy loca pero en cualquier momento lloro y no sé ni por que.,Llantos sin motivo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_5d563f45c5,Ayer una enfermera me dijo que si me internaban me pondrían suero y que ahí si iba a engordar muchísimo.,Preocupación por peso,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,400 calorías y me siento culpable por que pienso que es demasiado.,Culpabilidad por comida,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,Aparte anoche no dormí ni mierda así que no se ni lo que hago.,Problemas de sueño,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,Soy un enorme desastre,Auto-percepción negativa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_5d563f45c5,"Quiero adelgazar 10 kilos pero no quiero hacer dietas, ni mucho menos ayunar. por qué la vida es tan cruel por {{PERSON}}?",Deseo de adelgazar,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,Siempre he querido salir por la noche sola y caminar hasta que amanezca.,Deseo de libertad,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_5d563f45c5,"Para mi ""ayuno"" es sinónimo de atracón a media noche.",Patrones alimentarios,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_5d563f45c5,{{PERSON}} y bonita,Descripción personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_39875cad5d,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_39875cad5d,La realidad supera la ficción {{URL}},Reflexión general,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_39875cad5d,La percepción de seguridad en {{LOCATION}} según {{LOCATION}}: {{URL}},Seguridad ciudadana,POL,"Política, instituciones y actualidad pública"
Colombia,USER_39875cad5d,"Decretar día cívico por un simple partido de fútbol es populismo puro y duro, definitivamente estamos condenados A SER CAMPEONES DE AMERICA. QUE VIVA COLOMBIA QUE VIVA FALCAO.",Deportes,DEP,Deporte y competición
Colombia,USER_39875cad5d,Noche de clásicos colombianos: Ver Séptima {{LOCATION}}.,Cultura y entretenimiento,OCIO,"Cultura, ocio y entretenimiento"
Colombia,USER_39875cad5d,"Sabes k
No conozco
{{LOCATION}}
🥺🥺🥺",Viajes y lugares,MOV,"Movilidad, transporte y espacio urbano"
Colombia,USER_39875cad5d,{{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_39875cad5d,Contextos expresidenciables {{URL}},Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_39875cad5d,Propongo que en vez de decirle música agropecuaria (porque le debemos mucho al agro) le digamos música para deudores de alimentos.,Crítica social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_39875cad5d,Cambiar de celular es todo un glow up 😳,Tecnología y consumo,CONSUMO,"Consumo, tecnología y compras"
Colombia,USER_39875cad5d,La vida me trata como si yo hubiera salido con la mujer de {{PERSON}},Queja personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_39875cad5d,"Busco amistad desinteresada en una zona del acueducto diferente a la mía, para hacer intercambio de duchas en día de racionamiento",Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_39875cad5d,Mis viernes 😳,Vida cotidiana,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_39875cad5d,Yo ahogado de la risa luego de ver esto 🚬 {{URL}},Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_39875cad5d,"Los gringos que vienen a imponer su cultura, a realizar turismo sexual y gentrificar los barrios son unos hijueputas vaya vaya ✨️ {{URL}}",Crítica social,POL,"Política, instituciones y actualidad pública"
Colombia,USER_39875cad5d,"Pero mami, usted ni conoció {{PERSON}} para venir a participar en los del mp3 viejito. Déjenos a nosotros los treintones vivir nuestro momento.",Nostalgia y generaciones,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_39875cad5d,"Este si será mi año
3 meses después: {{URL}}",Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_39875cad5d,Decidí pensar en mí y ahora necesito 2 millones de pesos,Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_39875cad5d,"Por fin ya casi semana santa , que {{PERSON}} y el diablo que coma mierda",Vacaciones y festividades,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_39875cad5d,"X: ¿Qué tal la asamblea de copropietarios?
La asamblea: {{URL}}",Humor,HUMOR,"Humor, memes y contenido lúdico"
Colombia,USER_39875cad5d,Me sucedió 😳😫,Reacción personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: 👇🏻👉🏻❤️ {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: Mi abuelito de 88 años, hace más de 40 años que no votaba y en la primera vuelta fue y votó por {{PERSON}} y este domingo, d…",Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Me siento tan absolutamente feliz de votar por {{PERSON}} este domingo. Nunca en mi vida había votado con tanta convicción y…,Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: {{LOCATION}} artistas con {{PERSON}}, jajajajajajajaja.

Puras prepagos, actores quemados, descerebrados que salen en realitie…",Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: perdón por ignorarte, debiste aprovechar cuando estaba obsesionada contigo",Relaciones personales,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Soy quien soy porque incluso en el momento más traumático de mi vida me levanté al día siguiente y actúe como si nada pasara,Superación personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: extraño cuando todo estaba bien,Nostalgia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: No pasa nada, ya sabía respirar sin ti.",Ruptura sentimental,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: hoy también te extraño y hoy tampoco te lo puedo decir,Extrañar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Para mí fue todo ❤️‍🔥 {{URL}},Sentimental,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: El diablo no pudo alcanzarme. Entonces me obligó a ver cómo todos me dicen que soy una mujer increíble con un corazón her…,Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: hoy también te extraño y hoy tampoco te lo puedo decir,Extrañar,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,"Mi abuelito de 88 años, hace más de 40 años que no votaba y en la primera vuelta fue y votó por {{PERSON}} y este domingo, dijo que hará lo mismo. 🫰🏼✨🙏🏼🇨🇴#LaRemontadaDeIván #MeLaJuegoPorIvánYQuilcué  #LaRemontadaDeCepeda #MeLaJuegoPorLaVida #{{LOCATION}}",Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: FALLASTE COMO HOMBRE cuando la mujer que una vez te miró con amor ahora te recuerda como una lección de la que tuvo que {{LOCATION}}…,Ruptura sentimental,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: {{PERSON}} nunca me va a volver a buscar,Ruptura sentimental,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Mi nombre es {{PERSON}} y en 2 días seré su Presidente.,Política,POL,"Política, instituciones y actualidad pública"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: deberíamos volver a la costumbre de regalar libros con una dedicatoria en la primera página,Costumbres,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: no hay mejores halagos que los de las señoras que te consideran una muñequita,Halagos,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,"RT {{USER_MENTION}}: La única persona de la que me enamoré y con quien quería pasar el resto de mi vida, se convirtió en mi mayor lección. Así que…",Ruptura sentimental,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_d9253abb73,RT {{USER_MENTION}}: Saber estar sola y esperar con calma lo que mereces es otro nivel de madurez.,Madurez personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,#NuevaFotoDePerfil {{URL}},Actualización de perfil,MEDIOS,"Medios, redes sociales y comunicación digital"
Colombia,USER_ed386044ec,Odio no poder dormir y joderme la cabeza :s,Insomnio,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_ed386044ec,Que mamera todo.,Aburrimiento/fastidio,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,Este es. {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_ed386044ec,Algún día. {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_ed386044ec,Gkdlgjsnfnsmchs 😪😪 {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_ed386044ec,Adiós rana...😪,Despedida,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_ed386044ec,Ya es normal que yo decepcione a las personas.,Decepción personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,"Siempre me pasa lo mismo y no aprendo, que cosas :s",Reflexión personal,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,😞😞,Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_ed386044ec,"""Sólo somos pasajeros en la vida de las personas...""",Reflexión existencial,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,HIJUEPUTA HIJUEPUTA HIJUEPUTAAAAAAAA,Expresión de enojo,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,Insomnio de mierda.,Insomnio,SALUD_COT,"Salud, cuerpo y bienestar cotidiano"
Colombia,USER_ed386044ec,Poco a poco te das cuenta cuanto importas.,Autovaloración,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,Tan raro no ser lo suficiente para alguien.,Sentimiento de insuficiencia,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,"Cuando estoy en una relación, dejó todo por esa persona, todo.",Relaciones sentimentales,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_ed386044ec,Tanta cosa aburre pana.,Aburrimiento/fastidio,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,Sólo eso necesito. {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_ed386044ec,"Uno más, gracias amor, gracias por hacerme tan feliz, la vida me premio contigo, te quiero demasiado.😍😍
Feliz 28. {{USER_MENTION}}",Afecto y gratitud,REL,"Relaciones personales, afectivas y vida social"
Colombia,USER_ed386044ec,Por nada. {{URL}},Contenido no interpretable,NOINT,Contenido no interpretable
Colombia,USER_ed386044ec,Uno siempre es el malo jaja,Autopercepción negativa,VIDA,"Rutinas, experiencias cotidianas y estados personales"
Colombia,USER_ed386044ec,Me emputa la gente que no respeta parce agh,Enojo por falta de respeto,REL,"Relaciones personales, afectivas y vida social"
